date_time,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance 280-440,Global Horizontal UV Irradiance 295-385,pv,year_month,is_elnino_period
2017-04-17 14:00:00,390,51,434,207,763,874,8,11.0,29.1,0,0.115,2.2,2.275,203.8,81.06,16.0,1020,26.3514,20.7363,8.548900906,2017-04,False
2017-04-17 14:30:00,398,78,464,204,752,839,8,11.0,32.38,0,0.115,2.1,2.304,203.8,86.44,16.0,1020,28.0306,22.0507,9.003587834,2017-04,False
2017-04-17 15:00:00,288,19,304,191,747,791,8,11.0,36.61,0,0.115,2.0,2.335,212.5,85.53,16.0,1020,18.2229,14.3281,6.603969701,2017-04,False
2017-04-17 15:30:00,282,24,301,185,724,728,8,11.0,41.48,0,0.115,1.9,2.358,212.5,85.52,16.0,1020,17.8463,14.0216,6.221089776,2017-04,False
2017-04-17 16:00:00,151,0,151,177,693,652,6,11.0,46.79,0,0.115,1.8,2.382,222.0,84.76,16.0,1020,8.8195,6.9219,3.385685587,2017-04,False
2017-04-17 16:30:00,128,0,128,167,654,567,6,11.0,52.37,0,0.115,1.5,2.373,222.0,84.76,15.0,1020,7.3269,5.7415,1.619970842,2017-04,False
2017-04-17 17:00:00,24,0,24,151,612,475,6,11.0,58.14,0,0.115,1.3,2.365,234.1,85.46,15.0,1020,1.337,1.0453,0.937758217,2017-04,False
2017-04-17 17:30:00,56,0,56,136,546,375,6,11.0,64.02,0,0.115,1.1,2.37,234.1,91.2,15.0,1020,3.0082,2.3433,0.930223355,2017-04,False
2017-04-17 18:00:00,41,0,41,112,477,276,8,12.0,69.95,4,0.115,1.0,2.376,252.5,93.69,15.0,1020,2.0999,1.6262,0.9606137,2017-04,False
2017-04-17 18:30:00,26,0,26,89,359,176,8,11.0,75.9,4,0.115,0.9,2.424,252.5,100.0,14.0,1020,1.2618,0.9681,1.139521621,2017-04,False
2017-04-17 19:00:00,12,0,12,56,209,86,4,11.0,81.83,4,0.115,0.8,2.472,263.3,98.98,14.0,1020,0.0,0.0,0.424485278,2017-04,False
2017-04-17 19:30:00,2,0,2,15,32,16,4,11.0,87.69,4,0.115,0.7,2.506,263.3,98.99,13.0,1020,0.0,0.0,-0.141226066,2017-04,False
2017-04-17 20:00:00,0,0,0,0,0,0,8,11.0,93.46,0,0.115,0.7,2.542,263.0,96.8,13.0,1020,0.0,0.0,-0.083272772,2017-04,False
2017-04-17 20:30:00,0,0,0,0,0,0,8,11.0,99.09,0,0.115,0.6,2.561,263.0,96.82,13.0,1020,0.0,0.0,-0.083278148,2017-04,False
2017-04-17 21:00:00,0,0,0,0,0,0,8,11.0,104.53,0,0.115,0.6,2.581,258.9,95.51,13.0,1020,0.0,0.0,-0.083288117,2017-04,False
2017-04-17 21:30:00,0,0,0,0,0,0,8,11.0,109.73,0,0.115,0.5,2.577,258.9,100.0,13.0,1020,0.0,0.0,-0.082347074,2017-04,False
2017-04-17 22:00:00,0,0,0,0,0,0,4,11.0,114.61,0,0.115,0.4,2.574,247.2,100.0,13.0,1020,0.0,0.0,-0.082816534,2017-04,False
2017-04-17 22:30:00,0,0,0,0,0,0,8,11.0,119.1,0,0.115,0.3,2.547,247.2,100.0,13.0,1020,0.0,0.0,-0.08362998,2017-04,False
2017-04-17 23:00:00,0,0,0,0,0,0,4,11.0,123.08,0,0.115,0.3,2.521,239.9,100.0,13.0,1020,0.0,0.0,-0.084257023,2017-04,False
2017-04-17 23:30:00,0,0,0,0,0,0,8,11.0,126.44,0,0.115,0.3,2.497,239.9,100.0,13.0,1020,0.0,0.0,-0.084061621,2017-04,False
2017-04-18 00:00:00,0,0,0,0,0,0,4,10.0,129.06,0,0.115,0.4,2.474,246.8,99.56,13.0,1020,0.0,0.0,-0.084342515,2017-04,False
2017-04-18 00:30:00,0,0,0,0,0,0,4,10.0,130.8,0,0.115,0.4,2.467,246.8,99.56,12.0,1020,0.0,0.0,-0.084492107,2017-04,False
2017-04-18 01:00:00,0,0,0,0,0,0,4,10.0,131.57,0,0.115,0.5,2.461,243.1,99.55,12.0,1020,0.0,0.0,-0.08501175,2017-04,False
2017-04-18 01:30:00,0,0,0,0,0,0,4,10.0,131.33,0,0.115,0.5,2.427,243.1,99.54,12.0,1020,0.0,0.0,-0.083956217,2017-04,False
2017-04-18 02:00:00,0,0,0,0,0,0,4,10.0,130.09,0,0.115,0.5,2.394,238.4,99.78,12.0,1020,0.0,0.0,-0.084157569,2017-04,False
2017-04-18 02:30:00,0,0,0,0,0,0,4,10.0,127.91,0,0.115,0.5,2.343,238.4,99.78,12.0,1020,0.0,0.0,-0.083429189,2017-04,False
2017-04-18 03:00:00,0,0,0,0,0,0,3,10.0,124.93,0,0.115,0.5,2.292,241.9,99.9,12.0,1020,0.0,0.0,-0.083359147,2017-04,False
2017-04-18 03:30:00,0,0,0,0,0,0,3,10.0,121.25,0,0.115,0.5,2.24,241.9,99.9,12.0,1020,0.0,0.0,-0.082989654,2017-04,False
2017-04-18 04:00:00,0,0,0,0,0,0,8,11.0,117.01,0,0.115,0.6,2.189,239.8,100.0,12.0,1020,0.0,0.0,-0.083302833,2017-04,False
2017-04-18 04:30:00,0,0,0,0,0,0,8,11.0,112.32,0,0.115,0.5,2.158,239.8,100.0,12.0,1020,0.0,0.0,-0.083792626,2017-04,False
2017-04-18 05:00:00,0,0,0,0,0,0,8,11.0,107.28,0,0.115,0.5,2.127,245.9,100.0,12.0,1020,0.0,0.0,-0.083744032,2017-04,False
2017-04-18 05:30:00,0,0,0,0,0,0,8,11.0,101.95,0,0.115,0.5,2.111,245.9,100.0,12.0,1020,0.0,0.0,-0.083408157,2017-04,False
2017-04-18 06:00:00,0,0,0,0,0,0,8,11.0,96.41,0,0.115,0.5,2.096,260.8,100.0,12.0,1020,0.0,0.0,-0.08546578,2017-04,False
2017-04-18 06:30:00,0,0,0,0,0,0,8,11.0,90.71,0,0.115,0.4,2.102,260.8,100.0,12.0,1020,0.0,0.0,-0.345126163,2017-04,False
2017-04-18 07:00:00,32,87,40,33,161,48,8,11.0,84.89,4,0.115,0.4,2.108,259.7,100.0,12.0,1020,0.0,0.0,-0.160398804,2017-04,False
2017-04-18 07:30:00,70,217,112,62,367,133,4,11.0,78.98,4,0.115,0.6,2.099,259.7,100.0,12.0,1020,5.3415,4.0759,-0.149691043,2017-04,False
2017-04-18 08:00:00,108,294,194,86,496,230,8,11.0,73.04,4,0.115,0.8,2.09,253.8,99.81,13.0,1020,9.6573,7.4464,0.828255019,2017-04,False
2017-04-18 08:30:00,131,385,281,102,597,334,8,11.0,67.08,0,0.115,0.8,2.058,253.8,99.82,13.0,1020,14.7487,11.4584,2.924864705,2017-04,False
2017-04-18 09:00:00,200,236,314,116,665,437,7,11.0,61.15,0,0.115,0.9,2.025,287.3,100.0,14.0,1020,17.1916,13.4182,2.40614723,2017-04,False
2017-04-18 09:30:00,246,78,290,126,720,536,3,11.0,55.31,0,0.115,0.9,1.992,287.3,100.0,14.0,1020,16.3873,12.8276,6.983150188,2017-04,False
2017-04-18 10:00:00,273,50,305,132,767,629,3,12.0,49.6,0,0.115,1.0,1.958,309.4,96.75,15.0,1020,17.6456,13.839,11.25284228,2017-04,False
2017-04-18 10:30:00,337,117,421,139,798,712,3,12.0,44.11,0,0.115,0.9,1.929,309.4,96.75,15.0,1020,24.7874,19.4654,6.089000233,2017-04,False
2017-04-18 11:00:00,335,48,373,163,788,776,3,12.0,38.95,0,0.115,0.8,1.901,309.6,90.91,15.0,1020,22.2481,17.4871,6.438086494,2017-04,False
2017-04-18 11:30:00,401,113,494,168,808,835,3,12.0,34.32,0,0.115,0.7,1.862,309.6,90.89,15.0,1020,29.7424,23.3922,2.754198309,2017-04,False
2017-04-18 12:00:00,344,29,369,172,819,879,3,12.0,30.45,0,0.115,0.6,1.823,298.9,83.98,16.0,1020,22.3602,17.5934,11.10582452,2017-04,False
2017-04-18 12:30:00,429,90,509,174,828,908,3,12.0,27.69,0,0.115,0.7,1.788,298.9,83.96,16.0,1020,30.9654,24.3701,9.424401124,2017-04,False
2017-04-18 13:00:00,421,69,483,170,839,923,3,12.0,26.4,0,0.115,0.8,1.754,285.9,83.72,17.0,1020,29.4327,23.1663,9.973159536,2017-04,False
2017-04-18 13:30:00,166,4,170,170,839,920,3,12.0,26.79,0,0.115,1.0,1.725,285.9,83.71,17.0,1020,10.3542,8.1495,6.577653662,2017-04,False
2017-04-18 14:00:00,423,280,669,175,825,898,3,12.0,28.8,0,0.115,1.2,1.697,277.4,78.33,17.0,1020,40.6373,31.979,5.230498799,2017-04,False
2017-04-18 14:30:00,404,282,643,172,815,863,2,12.0,32.11,4,0.115,1.5,1.671,277.4,78.33,17.0,1020,38.8615,30.5718,7.856016938,2017-04,False
2017-04-18 15:00:00,386,247,585,167,802,813,2,12.0,36.37,0,0.115,1.9,1.646,278.9,77.6,17.0,1020,35.084,27.5862,23.64920003,2017-04,False
2017-04-18 15:30:00,161,782,749,161,782,749,1,12.0,41.27,0,0.115,2.2,1.622,278.9,77.61,17.0,1020,44.4316,34.9104,5.002117713,2017-04,False
2017-04-18 16:00:00,151,761,674,151,761,674,2,11.0,46.59,4,0.115,2.5,1.599,279.0,76.18,17.0,1020,39.3915,30.9174,24.17972139,2017-04,False
2017-04-18 16:30:00,247,361,468,143,726,588,2,11.0,52.19,0,0.115,2.6,1.544,279.0,81.22,16.0,1020,26.8088,21.009,19.15036329,2017-04,False
2017-04-18 17:00:00,130,685,494,130,685,494,0,11.0,57.97,0,0.115,2.8,1.49,281.5,78.9,16.0,1020,27.5457,21.5369,13.62481189,2017-04,False
2017-04-18 17:30:00,118,624,393,118,624,393,0,11.0,63.85,0,0.115,2.5,1.404,281.5,84.17,15.0,1020,21.1366,16.4671,12.35338915,2017-04,False
2017-04-18 18:00:00,99,556,291,99,556,291,0,11.0,69.79,0,0.115,2.4,1.319,284.3,82.45,15.0,1020,14.9253,11.5611,8.618296814,2017-04,False
2017-04-18 18:30:00,79,439,187,79,439,187,1,11.0,75.74,0,0.115,1.8,1.23,284.3,87.99,14.0,1020,9.0871,6.9741,5.334116904,2017-04,False
2017-04-18 19:00:00,52,283,93,52,283,93,1,10.0,81.66,0,0.115,1.3,1.142,282.7,92.73,13.0,1020,0.0,0.0,2.159319639,2017-04,False
2017-04-18 19:30:00,17,57,19,17,57,19,1,10.0,87.52,0,0.115,1.2,1.076,282.7,99.1,12.0,1020,0.0,0.0,-0.073976032,2017-04,False
2017-04-18 20:00:00,0,0,0,0,0,0,1,9.0,93.28,0,0.115,1.2,1.01,279.0,100.0,12.0,1020,0.0,0.0,-0.384896052,2017-04,False
2017-04-18 20:30:00,0,0,0,0,0,0,1,9.0,98.9,0,0.115,1.1,0.965,279.0,100.0,11.0,1020,0.0,0.0,-0.08167174,2017-04,False
2017-04-18 21:00:00,0,0,0,0,0,0,1,9.0,104.33,0,0.115,1.0,0.92,280.7,100.0,11.0,1020,0.0,0.0,-0.082750733,2017-04,False
2017-04-18 21:30:00,0,0,0,0,0,0,1,9.0,109.51,0,0.115,1.0,0.9,280.7,100.0,11.0,1030,0.0,0.0,-0.082183846,2017-04,False
2017-04-18 22:00:00,0,0,0,0,0,0,1,9.0,114.38,0,0.115,1.0,0.881,278.1,100.0,11.0,1030,0.0,0.0,-0.082120469,2017-04,False
2017-04-18 22:30:00,0,0,0,0,0,0,1,9.0,118.84,0,0.115,1.0,0.884,278.1,100.0,10.0,1030,0.0,0.0,-0.083248037,2017-04,False
2017-04-18 23:00:00,0,0,0,0,0,0,1,9.0,122.81,0,0.115,1.1,0.887,265.7,100.0,10.0,1030,0.0,0.0,-0.084747007,2017-04,False
2017-04-18 23:30:00,0,0,0,0,0,0,1,9.0,126.15,0,0.115,1.1,0.891,265.7,100.0,10.0,1030,0.0,0.0,-0.084629163,2017-04,False
2017-04-19 00:00:00,0,0,0,0,0,0,1,9.0,128.74,0,0.115,1.2,0.895,264.1,100.0,10.0,1030,0.0,0.0,-0.084646401,2017-04,False
2017-04-19 00:30:00,0,0,0,0,0,0,1,8.0,130.47,0,0.115,1.2,0.899,264.1,100.0,10.0,1030,0.0,0.0,-0.084488739,2017-04,False
2017-04-19 01:00:00,0,0,0,0,0,0,3,8.0,131.23,0,0.115,1.2,0.904,262.9,100.0,10.0,1030,0.0,0.0,-0.083760628,2017-04,False
2017-04-19 01:30:00,0,0,0,0,0,0,1,8.0,130.98,0,0.115,1.2,0.913,262.9,100.0,10.0,1030,0.0,0.0,-0.084199617,2017-04,False
2017-04-19 02:00:00,0,0,0,0,0,0,4,8.0,129.74,0,0.115,1.2,0.922,263.8,100.0,10.0,1030,0.0,0.0,-0.084090829,2017-04,False
2017-04-19 02:30:00,0,0,0,0,0,0,0,8.0,127.57,0,0.115,1.2,0.937,263.8,100.0,10.0,1030,0.0,0.0,-0.084963008,2017-04,False
2017-04-19 03:00:00,0,0,0,0,0,0,1,9.0,124.59,0,0.115,1.2,0.953,263.6,100.0,10.0,1030,0.0,0.0,-0.085762734,2017-04,False
2017-04-19 03:30:00,0,0,0,0,0,0,8,9.0,120.93,0,0.115,1.1,0.964,263.6,100.0,10.0,1030,0.0,0.0,-0.084562325,2017-04,False
2017-04-19 04:00:00,0,0,0,0,0,0,3,9.0,116.71,0,0.115,1.0,0.976,260.5,100.0,11.0,1030,0.0,0.0,-0.084534233,2017-04,False
2017-04-19 04:30:00,0,0,0,0,0,0,8,9.0,112.03,0,0.115,0.8,0.982,260.5,100.0,11.0,1030,0.0,0.0,-0.084643006,2017-04,False
2017-04-19 05:00:00,0,0,0,0,0,0,1,9.0,107.0,0,0.115,0.7,0.989,237.6,100.0,11.0,1030,0.0,0.0,-0.085411788,2017-04,False
2017-04-19 05:30:00,0,0,0,0,0,0,1,9.0,101.68,0,0.115,0.6,0.993,237.6,100.0,10.0,1030,0.0,0.0,-0.085217739,2017-04,False
2017-04-19 06:00:00,0,0,0,0,0,0,1,9.0,96.15,0,0.115,0.6,0.998,185.3,100.0,10.0,1030,0.0,0.0,-0.084745885,2017-04,False
2017-04-19 06:30:00,0,0,0,0,0,0,1,9.0,90.45,0,0.115,0.7,1.0,185.3,100.0,10.0,1030,0.0,0.0,-0.328945209,2017-04,False
2017-04-19 07:00:00,34,207,54,34,207,54,1,9.0,84.64,0,0.115,0.8,1.004,172.1,100.0,11.0,1030,0.0,0.0,0.412696855,2017-04,False
2017-04-19 07:30:00,62,416,143,62,416,143,0,10.0,78.74,0,0.115,1.0,1.022,172.1,96.45,12.0,1030,6.824,5.209,1.028659717,2017-04,False
2017-04-19 08:00:00,82,550,245,82,550,245,0,10.0,72.79,0,0.115,1.3,1.042,200.7,92.26,13.0,1030,12.2246,9.4296,3.213355585,2017-04,False
2017-04-19 08:30:00,98,646,352,98,646,352,0,10.0,66.83,0,0.115,1.4,1.073,200.7,92.28,14.0,1030,18.5124,14.386,6.652466067,2017-04,False
2017-04-19 09:00:00,116,697,455,116,697,455,0,9.0,60.91,0,0.115,1.6,1.104,241.3,81.76,15.0,1030,24.9482,19.4751,10.15193493,2017-04,False
2017-04-19 09:30:00,126,749,555,126,749,555,0,9.0,55.05,0,0.115,1.6,1.127,241.3,76.63,15.0,1030,31.4,24.5817,13.37158624,2017-04,False
2017-04-19 10:00:00,139,778,646,139,778,646,0,9.0,49.33,0,0.115,1.7,1.151,255.1,70.75,16.0,1030,37.4102,29.3421,16.19164209,2017-04,False
2017-04-19 10:30:00,286,425,593,146,808,729,2,9.0,43.83,0,0.115,1.8,1.181,255.1,70.75,16.0,1030,34.9417,27.4411,19.60644236,2017-04,False
2017-04-19 11:00:00,365,89,435,150,833,801,3,9.0,38.66,0,0.115,2.0,1.211,253.0,71.64,17.0,1030,25.9629,20.4079,7.338401524,2017-04,False
2017-04-19 11:30:00,140,0,140,154,850,859,2,9.0,34.01,0,0.115,2.0,1.229,253.0,71.62,17.0,1030,8.4337,6.6333,26.80282501,2017-04,False
2017-04-19 12:00:00,400,66,457,164,850,900,2,10.0,30.12,0,0.115,2.0,1.247,246.7,67.86,17.0,1030,27.7065,21.8007,26.45918446,2017-04,False
2017-04-19 12:30:00,446,175,602,166,857,927,2,10.0,27.34,0,0.115,2.0,1.281,246.7,67.84,17.0,1030,36.6401,28.837,24.66176964,2017-04,False
2017-04-19 13:00:00,348,524,819,171,852,937,2,10.0,26.05,0,0.115,2.0,1.316,242.3,68.1,18.0,1030,49.9293,39.3001,7.194053268,2017-04,False
2017-04-19 13:30:00,359,469,780,171,850,932,3,10.0,26.46,0,0.115,2.1,1.357,242.3,68.1,18.0,1030,47.5275,37.4084,23.64644632,2017-04,False
2017-04-19 14:00:00,288,629,841,161,856,914,8,10.0,28.5,0,0.115,2.3,1.399,251.6,68.02,18.0,1030,51.1066,40.2187,24.45878417,2017-04,False
2017-04-19 14:30:00,159,845,877,159,845,877,0,10.0,31.85,0,0.115,2.5,1.436,251.6,68.02,18.0,1030,53.0265,41.7164,24.78120356,2017-04,False
2017-04-19 15:00:00,156,828,825,156,828,825,1,10.0,36.14,0,0.115,2.7,1.474,257.6,67.84,18.0,1030,49.5,38.9226,23.50602814,2017-04,False
2017-04-19 15:30:00,151,806,759,151,806,759,0,10.0,41.06,0,0.115,2.7,1.532,257.6,67.83,17.0,1030,45.0481,35.3961,22.12255122,2017-04,False
2017-04-19 16:00:00,145,777,681,145,777,681,0,10.0,46.4,0,0.115,2.8,1.59,260.7,67.79,17.0,1030,39.8243,31.2585,20.46130266,2017-04,False
2017-04-19 16:30:00,137,739,592,137,739,592,0,10.0,52.02,0,0.115,2.7,1.66,260.7,72.26,17.0,1030,33.9353,26.5953,18.41886142,2017-04,False
2017-04-19 17:00:00,123,704,498,123,704,498,0,10.0,57.8,0,0.115,2.7,1.731,262.5,73.64,17.0,1030,27.7938,21.7326,15.38979123,2017-04,False
2017-04-19 17:30:00,111,641,395,111,641,395,0,10.0,63.69,0,0.115,2.4,1.8,262.5,78.53,16.0,1030,21.268,16.5714,12.3915685,2017-04,False
2017-04-19 18:00:00,93,573,293,93,573,293,0,11.0,69.63,0,0.115,2.2,1.87,264.8,82.77,16.0,1030,15.0493,11.6594,9.07858448,2017-04,False
2017-04-19 18:30:00,75,458,189,75,458,189,0,11.0,75.58,0,0.115,1.7,1.939,264.8,88.33,15.0,1030,9.1964,7.0601,5.468122021,2017-04,False
2017-04-19 19:00:00,50,303,95,50,303,95,1,11.0,81.5,0,0.115,1.3,2.008,268.2,92.19,14.0,1030,0.0,0.0,2.05277464,2017-04,False
2017-04-19 19:30:00,18,77,21,18,77,21,1,11.0,87.35,0,0.115,1.2,2.07,268.2,98.44,13.0,1030,0.0,0.0,-0.072362213,2017-04,False
2017-04-19 20:00:00,0,0,0,0,0,0,1,11.0,93.1,0,0.115,1.2,2.132,264.9,100.0,13.0,1030,0.0,0.0,-0.083559684,2017-04,False
2017-04-19 20:30:00,0,0,0,0,0,0,3,11.0,98.71,0,0.115,1.1,2.163,264.9,100.0,12.0,1030,0.0,0.0,-0.082898075,2017-04,False
2017-04-19 21:00:00,0,0,0,0,0,0,4,11.0,104.13,0,0.115,1.1,2.194,260.6,100.0,12.0,1030,0.0,0.0,-0.083319873,2017-04,False
2017-04-19 21:30:00,0,0,0,0,0,0,4,11.0,109.3,0,0.115,1.1,2.198,260.6,100.0,12.0,1030,0.0,0.0,-0.083232035,2017-04,False
2017-04-19 22:00:00,0,0,0,0,0,0,4,11.0,114.15,0,0.115,1.1,2.202,261.5,100.0,12.0,1030,0.0,0.0,-0.083561105,2017-04,False
2017-04-19 22:30:00,0,0,0,0,0,0,3,11.0,118.59,0,0.115,1.0,2.196,261.5,100.0,12.0,1030,0.0,0.0,-0.083057615,2017-04,False
2017-04-19 23:00:00,0,0,0,0,0,0,4,11.0,122.53,0,0.115,1.0,2.191,261.3,100.0,12.0,1030,0.0,0.0,-0.084228759,2017-04,False
2017-04-19 23:30:00,0,0,0,0,0,0,4,9.0,125.86,0,0.115,1.0,2.173,261.3,100.0,12.0,1030,0.0,0.0,-0.083984154,2017-04,False
2017-04-20 00:00:00,0,0,0,0,0,0,4,9.0,128.43,0,0.115,1.0,2.156,260.9,100.0,12.0,1030,0.0,0.0,-0.084755631,2017-04,False
2017-04-20 00:30:00,0,0,0,0,0,0,4,9.0,130.14,0,0.115,1.0,2.105,260.9,100.0,12.0,1030,0.0,0.0,-0.084615179,2017-04,False
2017-04-20 01:00:00,0,0,0,0,0,0,4,9.0,130.89,0,0.115,1.0,2.055,258.0,100.0,12.0,1030,0.0,0.0,-0.085154996,2017-04,False
2017-04-20 01:30:00,0,0,0,0,0,0,4,9.0,130.63,0,0.115,1.0,1.965,258.0,100.0,12.0,1030,0.0,0.0,-0.083276499,2017-04,False
2017-04-20 02:00:00,0,0,0,0,0,0,4,9.0,129.39,0,0.115,1.0,1.875,260.6,100.0,12.0,1030,0.0,0.0,-0.084849602,2017-04,False
2017-04-20 02:30:00,0,0,0,0,0,0,4,9.0,127.23,0,0.115,1.0,1.777,260.6,100.0,11.0,1030,0.0,0.0,-0.084088828,2017-04,False
2017-04-20 03:00:00,0,0,0,0,0,0,4,9.0,124.26,0,0.115,1.1,1.679,266.1,100.0,11.0,1030,0.0,0.0,-0.085077502,2017-04,False
2017-04-20 03:30:00,0,0,0,0,0,0,3,9.0,120.61,0,0.115,1.1,1.604,266.1,100.0,11.0,1030,0.0,0.0,-0.085300308,2017-04,False
2017-04-20 04:00:00,0,0,0,0,0,0,3,9.0,116.4,0,0.115,1.1,1.53,275.4,100.0,11.0,1030,0.0,0.0,-0.084418351,2017-04,False
2017-04-20 04:30:00,0,0,0,0,0,0,3,9.0,111.74,0,0.115,1.1,1.47,275.4,100.0,11.0,1030,0.0,0.0,-0.084275453,2017-04,False
2017-04-20 05:00:00,0,0,0,0,0,0,1,9.0,106.72,0,0.115,1.1,1.41,283.1,100.0,11.0,1030,0.0,0.0,-0.084821156,2017-04,False
2017-04-20 05:30:00,0,0,0,0,0,0,1,9.0,101.41,0,0.115,1.1,1.359,283.1,100.0,11.0,1030,0.0,0.0,-0.084223536,2017-04,False
2017-04-20 06:00:00,0,0,0,0,0,0,1,9.0,95.89,0,0.115,1.1,1.308,291.1,100.0,11.0,1030,0.0,0.0,-0.085454215,2017-04,False
2017-04-20 06:30:00,0,0,0,0,0,0,1,9.0,90.2,0,0.115,1.0,1.264,291.1,100.0,12.0,1030,0.0,0.0,-0.085451832,2017-04,False
2017-04-20 07:00:00,35,238,58,35,238,58,1,11.0,84.39,0,0.115,1.0,1.221,297.6,100.0,13.0,1030,0.0,0.0,0.17895883,2017-04,False
2017-04-20 07:30:00,59,449,149,59,449,149,1,11.0,78.49,0,0.115,1.4,1.203,297.6,98.91,13.0,1030,7.116,5.4341,0.944671912,2017-04,False
2017-04-20 08:00:00,75,596,253,75,596,253,0,12.0,72.55,0,0.115,1.9,1.186,313.6,96.11,14.0,1030,12.652,9.7629,3.190982552,2017-04,False
2017-04-20 08:30:00,87,689,361,87,689,361,0,12.0,66.59,0,0.115,2.1,1.18,313.6,96.13,14.0,1030,19.022,14.7854,6.594825077,2017-04,False
2017-04-20 09:00:00,95,760,468,95,760,468,0,11.0,60.66,0,0.115,2.4,1.175,325.7,92.2,15.0,1030,25.7001,20.0651,10.34858554,2017-04,False
2017-04-20 09:30:00,103,808,569,103,808,569,0,11.0,54.8,0,0.115,2.5,1.174,325.7,86.41,15.0,1030,32.2292,25.2333,8.908638922,2017-04,False
2017-04-20 10:00:00,109,846,663,109,846,663,0,10.0,49.07,0,0.115,2.6,1.174,334.0,75.17,16.0,1030,38.43,30.1441,10.72006902,2017-04,False
2017-04-20 10:30:00,114,873,747,114,873,747,1,10.0,43.56,0,0.115,2.7,1.178,334.0,75.18,16.0,1030,44.0487,34.5951,6.338895361,2017-04,False
2017-04-20 11:00:00,125,880,815,125,880,815,0,9.0,38.37,0,0.115,2.8,1.183,335.0,71.97,17.0,1030,48.6742,38.2614,21.58124895,2017-04,False
2017-04-20 11:30:00,128,895,874,128,895,874,0,9.0,33.7,0,0.115,2.8,1.19,335.0,71.97,17.0,1030,52.6797,41.4351,22.72504943,2017-04,False
2017-04-20 12:00:00,131,906,917,131,906,917,0,9.0,29.79,0,0.115,2.9,1.197,332.4,65.69,17.0,1030,55.6222,43.7673,24.35306819,2017-04,False
2017-04-20 12:30:00,133,912,946,133,912,946,0,9.0,27.0,0,0.115,2.8,1.209,332.4,65.68,17.0,1030,57.6028,45.3366,24.92958883,2017-04,False
2017-04-20 13:00:00,133,915,958,133,915,958,0,9.0,25.7,1,0.115,2.7,1.222,327.2,64.29,18.0,1030,58.4282,45.9909,25.40504907,2017-04,False
2017-04-20 13:30:00,132,914,953,132,914,953,0,9.0,26.13,0,0.115,2.7,1.245,327.2,64.28,18.0,1030,58.0928,45.7253,25.30288792,2017-04,False
2017-04-20 14:00:00,128,914,934,128,914,934,1,9.0,28.2,0,0.115,2.8,1.268,322.2,63.44,18.0,1030,56.7815,44.6858,25.06021983,2017-04,False
2017-04-20 14:30:00,126,904,897,126,904,897,0,9.0,31.59,0,0.115,2.9,1.307,322.2,63.42,18.0,1030,54.2586,42.6868,24.5384916,2017-04,False
2017-04-20 15:00:00,123,891,845,123,891,845,0,8.0,35.91,0,0.115,3.0,1.346,321.7,63.16,18.0,1030,50.7229,39.8853,23.40611986,2017-04,False
2017-04-20 15:30:00,119,872,779,119,872,779,0,8.0,40.86,0,0.115,3.0,1.391,321.7,63.15,17.0,1030,46.2578,36.3478,22.05367937,2017-04,False
2017-04-20 16:00:00,113,850,701,113,850,701,0,9.0,46.22,0,0.115,3.1,1.436,324.5,63.75,17.0,1030,41.0168,32.1958,20.06749744,2017-04,False
2017-04-20 16:30:00,107,817,612,107,817,612,0,9.0,51.84,0,0.115,2.9,1.482,324.5,67.94,17.0,1030,35.1071,27.5152,17.96535145,2017-04,False
2017-04-20 17:00:00,99,777,516,99,777,516,0,9.0,57.64,0,0.115,2.8,1.529,326.8,69.71,17.0,1030,28.8227,22.5388,15.39596143,2017-04,False
2017-04-20 17:30:00,91,721,412,91,721,412,0,9.0,63.53,0,0.115,2.5,1.573,326.8,74.34,16.0,1030,22.208,17.3059,12.39267737,2017-04,False
2017-04-20 18:00:00,80,644,306,80,644,306,0,10.0,69.47,0,0.115,2.2,1.618,321.2,78.44,16.0,1030,15.7393,12.1963,9.047373803,2017-04,False
2017-04-20 18:30:00,66,534,201,66,534,201,0,10.0,75.42,0,0.115,1.8,1.647,321.2,83.7,15.0,1030,9.7935,7.5206,5.266517282,2017-04,False
2017-04-20 19:00:00,47,362,102,47,362,102,1,10.0,81.33,0,0.115,1.4,1.676,309.2,92.28,14.0,1030,0.0,0.0,1.944013021,2017-04,False
2017-04-20 19:30:00,19,112,25,19,112,25,1,10.0,87.18,0,0.115,1.4,1.674,309.2,98.58,13.0,1030,0.0,0.0,-0.035113461,2017-04,False
2017-04-20 20:00:00,0,0,0,0,0,0,1,10.0,92.93,0,0.115,1.5,1.673,303.0,96.59,13.0,1030,0.0,0.0,-0.387437814,2017-04,False
2017-04-20 20:30:00,0,0,0,0,0,0,1,10.0,98.52,0,0.115,1.5,1.654,303.0,96.6,12.0,1030,0.0,0.0,-0.083691784,2017-04,False
2017-04-20 21:00:00,0,0,0,0,0,0,8,10.0,103.93,0,0.115,1.6,1.636,302.8,96.64,12.0,1030,0.0,0.0,-0.084077878,2017-04,False
2017-04-20 21:30:00,0,0,0,0,0,0,0,9.0,109.08,0,0.115,1.5,1.617,302.8,100.0,12.0,1030,0.0,0.0,-0.084106383,2017-04,False
